id,title,description,completed,userId
3cec76f1-29fc-49de-87cd-916700849cb3,Todo 161,"It's not what you look at that matters, it's what you see.",False,e469436a-78c6-49cd-bda6-ed95071dc934
739b6aef-8d9d-47e2-a902-abc873220cac,Todo 162,"It's not what you look at that matters, it's what you see.",False,e469436a-78c6-49cd-bda6-ed95071dc934
b2ae47ec-ad14-4463-a491-7ec5627090f4,Todo 163,"Mistakes are always forgivable, if one has the courage to admit them.",True,e469436a-78c6-49cd-bda6-ed95071dc934
1f31fc22-fcbb-4424-86bf-97fd89545d93,Todo 164,"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.",False,e469436a-78c6-49cd-bda6-ed95071dc934
161f5ae0-d45f-4eee-8a37-3d06d39c52d3,Todo 165,"You have power over your mind - not outside events. Realize this, and you will find strength.",False,e469436a-78c6-49cd-bda6-ed95071dc934
ced7927c-99bd-4263-a618-8ef2a10b43f6,Todo 166,Be like water making its way through cracks.,True,e469436a-78c6-49cd-bda6-ed95071dc934
a0378d6f-9c91-43e5-9cef-7453e9d8ac57,Todo 167,Strength and growth come only through continuous effort and struggle.,False,e469436a-78c6-49cd-bda6-ed95071dc934
cd075572-351e-482d-9c5d-e7d3c3351905,Todo 168,For every minute you are angry you lose sixty seconds of happiness.,True,e469436a-78c6-49cd-bda6-ed95071dc934
e06e9e8d-6e6b-457e-939e-e6d3ab391e3f,Todo 169,"Very little is needed to make a happy life; it is all within yourself, in your way of thinking.",False,e469436a-78c6-49cd-bda6-ed95071dc934
19cc2952-ff02-4b9e-897d-edf756217154,Todo 170,Write it on your heart that every day is the best day in the year.,True,e469436a-78c6-49cd-bda6-ed95071dc934
d53989d7-6d7d-48f1-b825-0d4fdb2cfd99,Todo 171,What you get by achieving your goals is not as important as what you become by achieving your goals.,True,e469436a-78c6-49cd-bda6-ed95071dc934
9275711f-9c02-4891-8f89-5cea7284df1d,Todo 172,The past has no power over the present moment.,False,e469436a-78c6-49cd-bda6-ed95071dc934
ecf124ba-d0ba-4de9-9a00-59b32dc7ef2d,Todo 173,The time is always right to do what is right.,True,e469436a-78c6-49cd-bda6-ed95071dc934
7b026145-395a-44d1-be14-596f8266be08,Todo 174,"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.",False,e469436a-78c6-49cd-bda6-ed95071dc934
9bd929ae-ce88-4cd1-ab7d-2a40bb082324,Todo 175,"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.",False,e469436a-78c6-49cd-bda6-ed95071dc934
ddecfe69-6bab-46a4-ba04-b2dad86a3851,Todo 176,"The less you open your heart to others, the more your heart suffers.",True,e469436a-78c6-49cd-bda6-ed95071dc934
09b3787b-9aba-4c81-becc-6b802909e737,Todo 177,You are the master of your destiny.,False,e469436a-78c6-49cd-bda6-ed95071dc934
ac94ba3f-837d-418a-8f0f-e2f4901a8340,Todo 178,I'm cool with failing so long as I know that there are people around me that love me unconditionally.,True,e469436a-78c6-49cd-bda6-ed95071dc934
6b91ea88-1de2-4524-ab40-ba6287834f1c,Todo 179,Our lives begin to end the day we become silent about things that matter.,True,e469436a-78c6-49cd-bda6-ed95071dc934
9a98a37f-0968-4ab3-9a8b-18218526ee8c,Todo 180,The only way to have a friend is to be one.,False,e469436a-78c6-49cd-bda6-ed95071dc934
a76b969e-9108-4e63-a883-63fff9d56173,Todo 181,"It's not what you look at that matters, it's what you see.",False,e469436a-78c6-49cd-bda6-ed95071dc934
5ef90b29-b43f-4746-a5cc-fb0416f3cdb1,Todo 182,Life is the dancer and you are the dance.,False,e469436a-78c6-49cd-bda6-ed95071dc934
16aeea80-61c0-4716-befb-c009c0e8ab26,Todo 183,The only way to have a friend is to be one.,True,e469436a-78c6-49cd-bda6-ed95071dc934
5d6e2e92-516d-4062-b62b-8372c59dae50,Todo 184,"Whatever the mind can conceive and believe, it can achieve.",False,e469436a-78c6-49cd-bda6-ed95071dc934
6193c823-aebb-499f-a4a3-09c7d8e57c41,Todo 185,"Mistakes are always forgivable, if one has the courage to admit them.",False,e469436a-78c6-49cd-bda6-ed95071dc934
c9936d1f-73ba-4c2a-815b-7c80f77c8eb4,Todo 186,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate.The best revenge is to be unlike him who performed the injustice.",False,e469436a-78c6-49cd-bda6-ed95071dc934
504e526d-de05-4fe2-a2e1-de16e6281d69,Todo 187,Our lives begin to end the day we become silent about things that matter.,False,e469436a-78c6-49cd-bda6-ed95071dc934
b3388f82-cc74-445e-9601-452a1214b377,Todo 188,I'm cool with failing so long as I know that there are people around me that love me unconditionally.,True,e469436a-78c6-49cd-bda6-ed95071dc934
37337406-1fc1-43cd-90f0-05bbf22709db,Todo 189,"The less you open your heart to others, the more your heart suffers.",False,e469436a-78c6-49cd-bda6-ed95071dc934
3756aab2-e0bf-464c-9021-ecaf730b13ae,Todo 190,"If you cannot do great things, do small things in a great way.",False,e469436a-78c6-49cd-bda6-ed95071dc934
738f714b-524d-4d66-8c62-094cc3cffb6d,Todo 191,"Realize deeply that the present moment is all you have.Patience, persistence and perspiration make an unbeatable combination for success.",True,e469436a-78c6-49cd-bda6-ed95071dc934
2f13cf32-205e-41e1-962d-cf37e23daf7e,Todo 192,For every minute you are angry you lose sixty seconds of happiness.,False,e469436a-78c6-49cd-bda6-ed95071dc934
4db05251-6c66-45c1-9612-ad2fd83ce737,Todo 193,"Accept the things to which fate binds you, and love the people with whom fate brings you together.",True,e469436a-78c6-49cd-bda6-ed95071dc934
370795ca-466c-46ae-ba15-3b64a20d3cc5,Todo 194,Strength and growth come only through continuous effort and struggle.,False,e469436a-78c6-49cd-bda6-ed95071dc934
a72609d0-b223-4a7d-a01a-a158c61ab263,Todo 195,The only way to have a friend is to be one.,True,e469436a-78c6-49cd-bda6-ed95071dc934
3c673e8c-e011-480a-98a7-6b4127f9660f,Todo 196,My wife asked me once if I weren't a comedian what I would do. I couldn't answer the question. I never imagined doing anything else.,False,e469436a-78c6-49cd-bda6-ed95071dc934
105d72a3-a69d-47f9-8eff-451eb5ef0609,Todo 197,"Float like a butterfly, sting like a bee.",True,e469436a-78c6-49cd-bda6-ed95071dc934
6a650a75-148e-422c-bf4b-a10f869af5f7,Todo 198,Life will give you whatever experience is most helpful for the evolution of your consciousness.,False,e469436a-78c6-49cd-bda6-ed95071dc934
614b0964-55b1-40bf-aeeb-7b4880731293,Todo 199,The best revenge is to be unlike him who performed the injustice.,False,e469436a-78c6-49cd-bda6-ed95071dc934
d09fa7a2-cb4c-44ee-909f-fd6cec1c693d,Todo 200,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,True,e469436a-78c6-49cd-bda6-ed95071dc934
